web-scraper-order,web-scraper-start-url,link,link-href,loadmore,loadmore-href,name,location,salary,skills
"1571582336-249","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=Data+engineer&location=","9 days ago
Big Data Engineer-Chicago-$150k+

Nigel Frank International US
Manhattan
Full Time


My client is an established company looking to bring on an experienced Analytics Engineer to their growing team. This company is looking to bring on a strong Data Engineer that has experience with ...
$150,000 - $160,000 / year


Easy Apply","https://www.careerbuilder.com/job/J3P4L373NWCQZ73F2Y2?ipath=CRJR33","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=Data+engineer&location=&page_number=2","Big Data Engineer-Chicago-$150k+","null","$160K","Business Intelligence"
"1571582311-176","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=Data+engineer&location=","26 days ago
Data Engineer

Petroplan
Humble
Full Time


For more information on how Petroplan can help you, please feel free to visit our About Us page here; https://www.petroplan.com/about/ Data Engineer
Houston, TX
Permanent Role
Our client s...



Easy Apply","https://www.careerbuilder.com/job/J3V4VZ754RY87P5WMQD?ipath=CRJR45","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=Data+engineer&location=&page_number=2","Data Engineer","null","$99K","Risk Analysis"
"1571582423-420","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=Data+engineer&location=","5 days ago
LEAD DATA ENGINEER

The Select Group
Charlotte
Contractor


The Select Group is looking for qualified Lead Data Engineer's to join an innovative team in Charlotte, NC, right outside of uptown. This engineer will be supporting the company's rapidly expanding...



Easy Apply","https://www.careerbuilder.com/job/J3N5GB6Q9251DF4VDT4?ipath=CRJR4","","","LEAD DATA ENGINEER","null","$110K","Apache Hadoop"
"1571582418-411","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=Data+engineer&location=","2 days ago
Data Engineer - New York City

Jefferson Frank
New York
Full Time


Our client is looking for a Data Engineer who is passionate about data transformation and collaboration with other business teams. You will use a mixed stack primarily made up of AWS services to tr...



Easy Apply","https://www.careerbuilder.com/job/J3M1GL6J8CMV066LF2G?ipath=CRJR6","","","Data Engineer - New York City","null","$100K","Information Engineering"
"1571582357-293","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=Data+engineer&location=","3 days ago
Senior Data Engineer

Robert Half Technology
DFW Airport
Full Time


The Senior Data Developer will be working in our mixed technology environment to deliver data products providing decision support for business and customers. As part of a highly collaborative team,...



Easy Apply","https://www.careerbuilder.com/job/J3R7KY6K8HLZL3YCNX3?ipath=CRJR25","","","Senior Data Engineer","Leader among IT staffing agencies","$120K","Extract Transform Load (Etl)"
"1571582336-250","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=Data+engineer&location=","9 days ago
Big Data Engineer-Chicago-$150k+

Nigel Frank International US
Manhattan
Full Time


My client is an established company looking to bring on an experienced Analytics Engineer to their growing team. This company is looking to bring on a strong Data Engineer that has experience with ...
$150,000 - $160,000 / year


Easy Apply","https://www.careerbuilder.com/job/J3P4L373NWCQZ73F2Y2?ipath=CRJR33","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=Data+engineer&location=&page_number=2","Big Data Engineer-Chicago-$150k+","null","$160K","Sql (Programming Language)"
"1571582306-162","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=Data+engineer&location=","8 days ago
Data Engineer

Chicago
Contractor


You have a passion for ANALYTICS. You are a self-starter. You have an open mind, you are ready to learn from others and not afraid to share your ideas. In this role, you will be creating and mainta...



Easy Apply","https://www.careerbuilder.com/job/J335JD6Q14P2YHYFZSW?ipath=CRJR47","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=Data+engineer&location=&page_number=2","Data Engineer","null","$110K","Self Motivation"
"1571582326-216","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=Data+engineer&location=","15 days ago
Data Engineer

CoStar Group
Atlanta
Full Time


CoStar Group is currently looking for a Data Engineer to join our Atlanta-based Apartments Network team. This exciting opportunity contributes to the growth of CoStar’s apartment rental brands incl...","https://www.careerbuilder.com/job/J3S3ZH6HTSZ7LMKL96M?ipath=CRJR38","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=Data+engineer&location=&page_number=2","Data Engineer","null","$100K","Collaborative Filtering"
"1571582390-348","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=Data+engineer&location=","3 days ago
Big Data Engineer

TEKsystems, Inc
San Francisco
Full Time


We're partners in transformation. We help clients activate ideas and solutions to take advantage of a new world of opportunity. We are a team of 80,000 strong, working with over 6,000 clients, incl...
$90 - $100 / hour


Easy Apply","https://www.careerbuilder.com/job/J3Q4PL68JDDCT4Q5LRR?ipath=CRJR16","","","Big Data Engineer","null","$95","Map Reduce"
"1571582399-373","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=Data+engineer&location=","E


6 days ago
Senior Data Engineer (Spark/Azure)

Eliassen Group
Atlanta
Full-Time / Part-Time


Our client, a leader in their industry, has an excellent opportunity for a Senior Data Engineer to work on a full-time permanent basis on an Enterprise Data Organization on a new Data Transformatio...



Easy Apply","https://www.careerbuilder.com/job/J3S34Q5YJLT5HSN92BJ?ipath=CRJR12","","","Senior Data Engineer (Spark/Azure)","null","$150K","Real Time Data"
"1571582299-151","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=Data+engineer&location=","29 days ago
Senior Data Engineer

Visionaire Partners
Atlanta
Full Time


In this role, you will play a key part in building and managing our newly established cloud-based data ecosystem! You will be responsible for building and managing data pipelines and processing, da...



Easy Apply","https://www.careerbuilder.com/job/JHN1SG74DMHCSNQRFM6?ipath=CRJR49","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=Data+engineer&location=&page_number=2","Senior Data Engineer","null","$110K","Apache Hadoop"
"1571582299-153","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=Data+engineer&location=","29 days ago
Senior Data Engineer

Visionaire Partners
Atlanta
Full Time


In this role, you will play a key part in building and managing our newly established cloud-based data ecosystem! You will be responsible for building and managing data pipelines and processing, da...



Easy Apply","https://www.careerbuilder.com/job/JHN1SG74DMHCSNQRFM6?ipath=CRJR49","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=Data+engineer&location=&page_number=2","Senior Data Engineer","null","$110K","Stored Procedure"
"1571582427-434","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=Data+engineer&location=","2 days ago
Data Engineer

Robert Half Technology
Camarillo
Seasonal / Temp


My client, Camarillo Technology based firm is looking for a Data Engineer to join their development team. The Data Engineer candidate should have at least three years of Python experience and have ...
$50 - $60 / hour


Easy Apply","https://www.careerbuilder.com/job/J3P5Z46KZFDC4TBLTPM?ipath=CRJR2","","","Data Engineer","Leader among IT staffing agencies","$55","Big Data"
"1571582395-364","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=Data+engineer&location=","2 days ago
Senior Data Engineer-Chicago, IL.

Nigel Frank International US
Boston
Full Time


As an Azure Data Engineer for this consulting company, your job will be to understand your client's current cloud offering, and utilize Azure Data Stack to its fullest extent. You would be leading,...
$160,000 - $170,000 / year


Easy Apply","https://www.careerbuilder.com/job/J3V5SG6XQGL7780QCH0?ipath=CRJR14","","","Senior Data Engineer-Chicago, IL.","null","null","Sql (Programming Language)"
"1571582388-344","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=Data+engineer&location=","2 days ago
Sr Data Engineer (Ab Initio)

Kforce Technology
San Francisco
Contractor


Kforce has a client that is seeking a Senior Ab Initio Data Engineer in San Francisco, CA. This is a 6 month contract with potential to start immediately in San Francisco, CA. REQUIREMENTS: 5+ year...



Easy Apply","https://www.careerbuilder.com/job/J3S00160DK0LK1R3JF9?ipath=CRJR17","","","Sr Data Engineer (Ab Initio)","null","$100K","Teradata Sql"
"1571582393-358","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=Data+engineer&location=","4 days ago
Data Engineer II

Apex Systems
Menlo Park
Contractor


Apex Systems is searching for a qualified Data Engineer to fill a contract role with a Fortune 500 client in the Menlo Park, CA area! Duties: Serve as the data engineering expert on the tea...



Easy Apply","https://www.careerbuilder.com/job/J3T6QP6Q24LRNNDFG4N?ipath=CRJR15","","","Data Engineer II","null","$110K","Dashboard"
"1571582388-343","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=Data+engineer&location=","2 days ago
Sr Data Engineer (Ab Initio)

Kforce Technology
San Francisco
Contractor


Kforce has a client that is seeking a Senior Ab Initio Data Engineer in San Francisco, CA. This is a 6 month contract with potential to start immediately in San Francisco, CA. REQUIREMENTS: 5+ year...



Easy Apply","https://www.careerbuilder.com/job/J3S00160DK0LK1R3JF9?ipath=CRJR17","","","Sr Data Engineer (Ab Initio)","null","$100K","Ibm Db2"
"1571582418-412","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=Data+engineer&location=","2 days ago
Data Engineer - New York City

Jefferson Frank
New York
Full Time


Our client is looking for a Data Engineer who is passionate about data transformation and collaboration with other business teams. You will use a mixed stack primarily made up of AWS services to tr...



Easy Apply","https://www.careerbuilder.com/job/J3M1GL6J8CMV066LF2G?ipath=CRJR6","","","Data Engineer - New York City","null","$100K","Business Intelligence"
"1571582324-210","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=Data+engineer&location=","5 days ago
Data Engineer

TEKsystems, Inc
Owings Mills
Full Time


This position will focus on developing on various database and data loading/transformation efforts. Initiatives could include multiple source files, files sourced both internally and externally, re...



Easy Apply","https://www.careerbuilder.com/job/J3R2796B6GGSKQ71BMZ?ipath=CRJR39","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=Data+engineer&location=&page_number=2","Data Engineer","null","$99K","Amazon Web Services"
"1571582313-180","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=Data+engineer&location=","13 days ago
Lead Data Engineer

Apex Systems
Cincinnati
Contractor


Apex Systems is an equal opportunity employer. We do not discriminate or allow discrimination on the basis of race, color, religion, creed, sex (including pregnancy, childbirth, breastfeeding, or r...



Easy Apply","https://www.careerbuilder.com/job/J3P0DT6QDTK2S87RJVC?ipath=CRJR44","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=Data+engineer&location=&page_number=2","Lead Data Engineer","null","$110K","Data Modeling"
"1571582405-386","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=Data+engineer&location=","1 day ago
Senior Data Engineer - Remote

Kforce Technology
New York
Full Time


We are offering a competitive package including superb medical benefits.
Kforce is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for emplo...
$130,000 - $160,000 / year


Easy Apply","https://www.careerbuilder.com/job/J3S3NS6YYV3DTCDZ3GQ?ipath=CRJR10","","","Senior Data Engineer - Remote","null","$150K","Extract Transform Load (Etl)"
"1571582317-195","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=Data+engineer&location=","13 days ago
Data Engineer

LMI
Washington
Full Time


LMI is currently seeking a Data Engineer within LMI’s Advanced Analytics service line to support the design and implementation of business critical data management &amp; engineering solutions. The ...","https://www.careerbuilder.com/job/J3N7HF63FV34Q5DNMZN?ipath=CRJR42","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=Data+engineer&location=&page_number=2","Data Engineer","null","$110K","Extract Transform Load (Etl)"
"1571582427-431","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=Data+engineer&location=","2 days ago
Data Engineer

Robert Half Technology
Camarillo
Seasonal / Temp


My client, Camarillo Technology based firm is looking for a Data Engineer to join their development team. The Data Engineer candidate should have at least three years of Python experience and have ...
$50 - $60 / hour


Easy Apply","https://www.careerbuilder.com/job/J3P5Z46KZFDC4TBLTPM?ipath=CRJR2","","","Data Engineer","Leader among IT staffing agencies","$55","Scripting"
"1571582330-228","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=Data+engineer&location=","17 days ago
Data Engineer 5

ConsultNet
Bluffdale
Contractor


This is a contract position that works with multiple departments throughout the organization to take their data and transform it into information that will allow them to make better decisions. The ...



Easy Apply","https://www.careerbuilder.com/job/J3R7KK6RSZPT5ZPBR9V?ipath=CRJR36","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=Data+engineer&location=&page_number=2","Data Engineer 5","null","$97K","Extract Transform Load (Etl)"
"1571582324-212","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=Data+engineer&location=","5 days ago
Data Engineer

TEKsystems, Inc
Owings Mills
Full Time


This position will focus on developing on various database and data loading/transformation efforts. Initiatives could include multiple source files, files sourced both internally and externally, re...



Easy Apply","https://www.careerbuilder.com/job/J3R2796B6GGSKQ71BMZ?ipath=CRJR39","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=Data+engineer&location=&page_number=2","Data Engineer","null","$99K","Gitlab"
"1571582390-349","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=Data+engineer&location=","3 days ago
Big Data Engineer

TEKsystems, Inc
San Francisco
Full Time


We're partners in transformation. We help clients activate ideas and solutions to take advantage of a new world of opportunity. We are a team of 80,000 strong, working with over 6,000 clients, incl...
$90 - $100 / hour


Easy Apply","https://www.careerbuilder.com/job/J3Q4PL68JDDCT4Q5LRR?ipath=CRJR16","","","Big Data Engineer","null","$95","Big Data"
"1571582319-202","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=Data+engineer&location=","19 days ago
Data Engineer

3coast
Houston
Full Time


This is a Full Time/Direct Hire opening with our client that is centrally located in Houston. We are looking for candidates that have an interest in working with predictive analytics and data engin...



Easy Apply","https://www.careerbuilder.com/job/J2V6XK62KFXSYTQW8Q0?ipath=CRJR41","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=Data+engineer&location=&page_number=2","Data Engineer","null","$99K","Team Working"
"1571582330-230","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=Data+engineer&location=","17 days ago
Data Engineer 5

ConsultNet
Bluffdale
Contractor


This is a contract position that works with multiple departments throughout the organization to take their data and transform it into information that will allow them to make better decisions. The ...



Easy Apply","https://www.careerbuilder.com/job/J3R7KK6RSZPT5ZPBR9V?ipath=CRJR36","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=Data+engineer&location=&page_number=2","Data Engineer 5","null","$97K","Star Schema"
"1571582423-422","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=Data+engineer&location=","5 days ago
LEAD DATA ENGINEER

The Select Group
Charlotte
Contractor


The Select Group is looking for qualified Lead Data Engineer's to join an innovative team in Charlotte, NC, right outside of uptown. This engineer will be supporting the company's rapidly expanding...



Easy Apply","https://www.careerbuilder.com/job/J3N5GB6Q9251DF4VDT4?ipath=CRJR4","","","LEAD DATA ENGINEER","null","$110K","Apache Spark"
"1571582315-186","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=Data+engineer&location=","24 days ago
Senior Data Engineer 31699

A-Line Staffing Solutions
Maryland Heights
Contractor


· Develops, test and maintains code using software development methodology and appropriate technologies for the system being used. · Works closely with Business Analysts to develop detail systems d...
$44 - $49 / hour


Easy Apply","https://www.careerbuilder.com/job/JCL2FZ74PCR60L5MD6J?ipath=CRJR43","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=Data+engineer&location=&page_number=2","Senior Data Engineer 31699","null","null","Data Modeling"
"1571582342-264","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=Data+engineer&location=","12 days ago
Senior Data Engineer

Fast Switch, Ltd.
New Albany
Contractor


Senior Data Engineer . A contractor is needed for an immediate role as a Senior Data Engineer with the Data &amp; Insights team with our client. The data engineer is responsible for data profiling,...



Easy Apply","https://www.careerbuilder.com/job/J3V5FC6S9RPXWW4QL1P?ipath=CRJR30","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=Data+engineer&location=&page_number=2","Senior Data Engineer","null","$110K","Extract Transform Load (Etl)"
"1571582332-236","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=Data+engineer&location=","2 days ago
Lead Big Data (Hadoop/Spark) Engineer

Cook Systems
Memphis
Contractor


Lead Big Data Engineer will build and maintain an infrastructure for delivering customer insights from structured and unstructured data sources. The Data Engineer will implement analytical solution...



Easy Apply","https://www.careerbuilder.com/job/JDF7X078XFDJPTSLL1J?ipath=CRJR35","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=Data+engineer&location=&page_number=2","Lead Big Data (Hadoop/Spark) Engineer","null","null","Apache Spark"
"1571582380-321","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=Data+engineer&location=","4 days ago
Azure Data Engineer - $130,000 - Long Beach

Nigel Frank International US
Long Beach
Full Time


Nigel Frank International is the global leader for Microsoft recruitment, advertising more Azure jobs than any other agency. We deal with both Microsoft Partners &amp; End Users throughout North Am...
$120,000 - $135,000 / year


Easy Apply","https://www.careerbuilder.com/job/J3Q7DT6MT9W5J0YZWCJ?ipath=CRJR21","","","Azure Data Engineer - $130,000 - Long Beach","null","null","Accounting"
"1571582393-353","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=Data+engineer&location=","4 days ago
Data Engineer II

Apex Systems
Menlo Park
Contractor


Apex Systems is searching for a qualified Data Engineer to fill a contract role with a Fortune 500 client in the Menlo Park, CA area! Duties: Serve as the data engineering expert on the tea...



Easy Apply","https://www.careerbuilder.com/job/J3T6QP6Q24LRNNDFG4N?ipath=CRJR15","","","Data Engineer II","null","$110K","Data Warehousing"
"1571582328-224","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=Data+engineer&location=","11 days ago
Data Engineer (Azure/Big Data) - 130K

Nigel Frank International US
Irvine
Full Time


Prior experience in a Data Engineer role focusing on Azure Big Data. Experience with new technologies like Machine Learning, AI, and Blockchain. Knowledge in developing scalable systems and data pi...
$120,000 - $130,000 / year


Easy Apply","https://www.careerbuilder.com/job/J3W37Y6DL9TSB21S022?ipath=CRJR37","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=Data+engineer&location=&page_number=2","Data Engineer (Azure/Big Data) - 130K","null","null","Information Engineering"
"1571582429-436","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=Data+engineer&location=","B


2 days ago
Data Engineer

Brooksource
Louisville
Contractor


As a Data Engineer in the Solution Engineering Metrics Group, you will be making immediate contributions to the team in charge of quantifying the performance of this client's Solution Engineering o...
$85,000 - $110,000 / year


Easy Apply","https://www.careerbuilder.com/job/J3Q4RH78D1DPJDLPJZH?ipath=CRJR1","","","Data Engineer","null","$98K","Data Pipeline"
"1571582357-296","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=Data+engineer&location=","3 days ago
Senior Data Engineer

Robert Half Technology
DFW Airport
Full Time


The Senior Data Developer will be working in our mixed technology environment to deliver data products providing decision support for business and customers. As part of a highly collaborative team,...



Easy Apply","https://www.careerbuilder.com/job/J3R7KY6K8HLZL3YCNX3?ipath=CRJR25","","","Senior Data Engineer","Leader among IT staffing agencies","$120K","Online Analytical Processing"
"1571582324-213","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=Data+engineer&location=","5 days ago
Data Engineer

TEKsystems, Inc
Owings Mills
Full Time


This position will focus on developing on various database and data loading/transformation efforts. Initiatives could include multiple source files, files sourced both internally and externally, re...



Easy Apply","https://www.careerbuilder.com/job/J3R2796B6GGSKQ71BMZ?ipath=CRJR39","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=Data+engineer&location=&page_number=2","Data Engineer","null","$99K","Java Database Connectivity"
"1571582351-287","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=Data+engineer&location=","7 days ago
Senior Azure Data Engineer - $140,000 - Houston, TX

Nigel Frank International US
Sugar Land
Full Time


As an Azure Data Engineer for this consulting company, your job will be to understand your client's current cloud offering, and utilize Azure Data Stack to its fullest extent. You would be leading,...
$140,000 - $150,000 / year


Easy Apply","https://www.careerbuilder.com/job/J3W8G0767WL5337T2YT?ipath=CRJR26","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=Data+engineer&location=&page_number=2","Senior Azure Data Engineer - $140,000 - Houston, TX","null","null","Azure Data Factory"
"1571582413-406","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=Data+engineer&location=","4 days ago
Senior AWS Big Data Engineer - Philadelphia

Jefferson Frank
Philadelphia
Full Time


Senior AWS Big Data Engineer - Philadelphia - Full Time - $145K+
NOW HIRING:
Seeking a talented Data Engineer to pair with my clients rapidly growing startup company located in Center City...
$145,000 - $180,000 / year


Easy Apply","https://www.careerbuilder.com/job/J3P7126Q4CPHHDQ6770?ipath=CRJR7","","","Senior AWS Big Data Engineer - Philadelphia","null","$160K","Cloud Platform System"
"1571582346-280","https://www.careerbuilder.com/jobs?utf8=%E2%9C%93&keywords=Data+engineer&location=","E


13 days ago
Data Engineer - ETL / Java / SQL

Eliassen Group
Smithfield
Contractor


Eliassen Group provides strategic talent solutions to drive our clients’ innovation and business results. Leveraging over 30 years of success, our expertise in IT staffing, Agile consulting, creati...



Easy Apply","https://www.careerbuilder.com/job/J3N2SP6YRNRFCK9F9QL?ipath=CRJR28","Load 25 More Jobs","https://www.careerbuilder.com/jobs?keywords=Data+engineer&location=&page_number=2","Data Engineer - ETL / Java / SQL","null","$140K","Cloud Computing"
